key	domain	es_mx	pt_br
sesgo.confirmation-bias.question.1.situation	sesgo	Un político que no te agrada hace una gran donación a caridad. ¿Tu primer pensamiento?	Um político de quem você não gosta faz uma grande doação para a caridade. Qual é seu primeiro pensamento?
sesgo.confirmation-bias.question.1.option.0.text	sesgo	Seguro lo hace para evadir impuestos o limpiar su imagen	Com certeza está fazendo isso para sonegar impostos ou limpar sua imagem
sesgo.confirmation-bias.question.1.option.0.reveal	sesgo	Sesgo: interpretamos la misma evidencia diferente según nuestras creencias previas	Viés: interpretamos a mesma evidência de forma diferente conforme nossas crenças anteriores
sesgo.confirmation-bias.question.1.option.1.text	sesgo	Finalmente hizo algo bueno, independientemente de sus motivaciones	Dessa vez fez algo bom, independentemente das motivações
sesgo.confirmation-bias.question.1.option.1.reveal	sesgo	Racional: separamos los hechos de nuestros prejuicios previos	Racional: separamos os fatos dos nossos preconceitos anteriores
sesgo.confirmation-bias.question.2.situation	sesgo	Llevas 6 meses invirtiendo en una empresa que no ha dado resultados. Encuentras un artículo que dice que el CEO es brillante.	Você está há 6 meses investindo em uma empresa que não deu resultados. Encontra um artigo dizendo que o CEO é brilhante.
sesgo.confirmation-bias.question.2.option.0.text	sesgo	Esto confirma que mi análisis fue correcto — hay que esperar más	Isso confirma que minha análise estava certa — vale esperar mais
sesgo.confirmation-bias.question.2.option.0.reveal	sesgo	Sesgo: usas información nueva para reforzar una posición que quizás debería revisarse	Viés: você usa informação nova para reforçar uma posição que talvez devesse ser revisada
sesgo.confirmation-bias.question.2.option.1.text	sesgo	Interesante, pero también busco artículos críticos del CEO antes de decidir	Interessante, mas também vou buscar artigos críticos sobre o CEO antes de decidir
sesgo.confirmation-bias.question.2.option.1.reveal	sesgo	Racional: el nuevo dato se evalúa junto a toda la evidencia disponible	Racional: o novo dado é avaliado junto a todas as evidências disponíveis
sesgo.confirmation-bias.fixation.0.question	sesgo	¿Qué hace exactamente el sesgo de confirmación?	O que exatamente faz o viés de confirmação?
sesgo.confirmation-bias.fixation.0.option.0	sesgo	Buscar, interpretar y recordar información que confirma lo que ya creemos, ignorando lo que lo contradice	Buscar, interpretar e lembrar informações que confirmam o que já acreditamos, ignorando o que as contradiz
sesgo.confirmation-bias.fixation.0.option.1	sesgo	Confirmar decisiones pasadas sin importar si fueron correctas o no	Confirmar decisões passadas independentemente de terem sido corretas ou não
sesgo.confirmation-bias.fixation.0.option.2	sesgo	Seguir la opinión de la mayoría para confirmar que nuestra decisión es correcta	Seguir a opinião da maioria para confirmar que nossa decisão está certa
sesgo.confirmation-bias.fixation.1.question	sesgo	Un inversor convencido de que una empresa es excelente lee solo análisis positivos. ¿Cuál es el riesgo concreto?	Um investidor convicto de que uma empresa é excelente lê apenas análises positivas. Qual é o risco concreto?
sesgo.confirmation-bias.fixation.1.option.0	sesgo	Perder señales de alerta reales porque activamente evita información negativa	Perder sinais de alerta reais porque evita ativamente informações negativas
sesgo.confirmation-bias.fixation.1.option.1	sesgo	Sobreestimar el riesgo porque tiene demasiada información sobre la empresa	Superestimar o risco por ter informação demais sobre a empresa
sesgo.confirmation-bias.fixation.1.option.2	sesgo	Seguir el efecto manada al leer los mismos análisis que todos	Seguir o efeito manada ao ler as mesmas análises que todo mundo
sesgo.confirmation-bias.fixation.2.question	sesgo	¿Cuál es el antídoto más efectivo contra el sesgo de confirmación?	Qual é o antídoto mais eficaz contra o viés de confirmação?
sesgo.confirmation-bias.fixation.2.option.0	sesgo	Buscar activamente el mejor argumento en contra de tu propia tesis antes de decidir	Buscar ativamente o melhor argumento contrário à sua própria tese antes de decidir
sesgo.confirmation-bias.fixation.2.option.1	sesgo	Leer más fuentes de información para tener una visión más completa	Ler mais fontes de informação para ter uma visão mais completa
sesgo.confirmation-bias.fixation.2.option.2	sesgo	Esperar a que otros tomen la decisión primero para validar tu análisis	Esperar que outros tomem a decisão primeiro para validar sua análise
sesgo.disponibilidad-representatividad.name	sesgo	Disponibilidad y Representatividad	Disponibilidade e Representatividade
sesgo.disponibilidad-representatividad.definition	sesgo	Juzgamos probabilidades por qué tan fácil recordamos ejemplos (disponibilidad) o por a qué categoría se parece algo (representatividad).	Julgamos probabilidades pela facilidade com que lembramos exemplos (disponibilidade) ou pela categoria a que algo se assemelha (representatividade).
sesgo.disponibilidad-representatividad.description	sesgo	Estas dos heurísticas son atajos mentales del Sistema 1. La Disponibilidad nos lleva a sobreestimar la frecuencia de eventos memorables o recientes. La Representatividad nos hace clasificar situaciones por estereotipos, ignorando probabilidades estadísticas reales.	Essas duas heurísticas são atalhos mentais do Sistema 1. A Disponibilidade nos leva a superestimar a frequência de eventos memoráveis ou recentes. A Representatividade nos faz classificar situações por estereótipos, ignorando probabilidades estatísticas reais.
sesgo.disponibilidad-representatividad.mechanism	sesgo	Cuando enfrentamos una pregunta difícil (¿cuál es la probabilidad de X?), el cerebro la sustituye por una más fácil: ¿qué tan fácil recuerdo ejemplos de X? o ¿a qué categoría se parece X? Estas sustituciones son rápidas pero sistemáticamente erróneas.	Quando enfrentamos uma pergunta difícil (qual é a probabilidade de X?), o cérebro a substitui por uma mais fácil: o quanto me é fácil lembrar exemplos de X? ou a qual categoria X se parece? Essas substituições são rápidas, mas sistematicamente equivocadas.
sesgo.disponibilidad-representatividad.trapQuestion	sesgo	Linda tiene 31 años, es muy inteligente y activista social. ¿Qué es más probable? A) Cajera de banco. B) Cajera de banco y feminista. — La mayoría elige B, aunque matemáticamente A siempre es más probable que A+B.	Linda tem 31 anos, é muito inteligente e ativista social. O que é mais provável? A) Caixa de banco. B) Caixa de banco e feminista. — A maioria escolhe B, embora matematicamente A seja sempre mais provável do que A+B.
sesgo.disponibilidad-representatividad.example.0.label	sesgo	Disponibilidad	Disponibilidade
sesgo.disponibilidad-representatividad.example.0.text	sesgo	Después de ver las noticias sobre un robo, crees que la criminalidad aumentó drásticamente, aunque estadísticamente bajó. Lo memorable distorsiona tu percepción de frecuencia.	Após ver notícias sobre um assalto, você acredita que a criminalidade aumentou drasticamente, embora estatisticamente tenha diminuído. O que é memorável distorce sua percepção de frequência.
sesgo.disponibilidad-representatividad.example.1.label	sesgo	Representatividad	Representatividade
sesgo.disponibilidad-representatividad.example.1.text	sesgo	Ves una empresa joven con fundador carismático y tecnología de moda — se parece a Apple en 1997. Inviertes sin revisar sus fundamentals. El parecido no es suficiente.	Você vê uma empresa jovem com fundador carismático e tecnologia da moda — parece com a Apple em 1997. Você investe sem revisar seus fundamentals. A semelhança não é suficiente.
sesgo.disponibilidad-representatividad.example.2.label	sesgo	Inversión	Investimento
sesgo.disponibilidad-representatividad.example.2.text	sesgo	Después de tres meses de mercado alcista, crees que el rally continuará (disponibilidad reciente). Después de un crash, crees que todo seguirá cayendo.	Após três meses de mercado em alta, você acredita que o rally vai continuar (disponibilidade recente). Após um crash, acredita que tudo continuará caindo.
sesgo.disponibilidad-representatividad.antidote.0	sesgo	Antes de estimar una probabilidad, pregunta: ¿cuál es la tasa base estadística real?	Antes de estimar uma probabilidade, pergunte: qual é a taxa base estatística real?
sesgo.disponibilidad-representatividad.antidote.1	sesgo	Desconfía de tu primera impresión cuando algo "se parece" a un patrón de éxito.	Desconfie da sua primeira impressão quando algo "se parece" com um padrão de sucesso.
sesgo.disponibilidad-representatividad.antidote.2	sesgo	Los eventos dramáticos o recientes no son más probables — solo más memorables.	Eventos dramáticos ou recentes não são mais prováveis — apenas mais memoráveis.
sesgo.disponibilidad-representatividad.antidote.3	sesgo	Busca datos duros antes de actuar sobre una intuición basada en lo que "recuerdas".	Busque dados concretos antes de agir com base em uma intuição fundada no que você "lembra".
sesgo.disponibilidad-representatividad.question.0.situation	sesgo	¿Qué causa más muertes anuales en México?	O que causa mais mortes por ano no Brasil?
sesgo.disponibilidad-representatividad.question.0.option.0.text	sesgo	Homicidios	Homicídios
sesgo.disponibilidad-representatividad.question.0.option.0.reveal	sesgo	Sesgo de disponibilidad: los homicidios aparecen más en noticias, parecen más frecuentes	Viés de disponibilidade: homicídios aparecem mais nas notícias, parecem mais frequentes
sesgo.disponibilidad-representatividad.question.0.option.1.text	sesgo	Diabetes y enfermedades crónicas	Diabetes e doenças crônicas
sesgo.disponibilidad-representatividad.question.0.option.1.reveal	sesgo	Racional: enfermedades crónicas causan 5-10x más muertes, pero son menos "disponibles" en la memoria	Racional: doenças crônicas causam 5 a 10 vezes mais mortes, mas são menos "disponíveis" na memória
sesgo.disponibilidad-representatividad.question.1.situation	sesgo	Linda tiene 31 años, es inteligente y fue activista. ¿Qué es más probable que sea hoy?	Linda tem 31 anos, é inteligente e foi ativista. O que é mais provável que ela seja hoje?
sesgo.disponibilidad-representatividad.question.1.option.0.text	sesgo	Cajera de banco y feminista activa	Caixa de banco e feminista ativa
sesgo.disponibilidad-representatividad.question.1.option.0.reveal	sesgo	Sesgo de representatividad (Falacia de Conjunción): dos eventos juntos nunca pueden ser más probables que uno solo	Viés de representatividade (Falácia da Conjunção): dois eventos juntos nunca podem ser mais prováveis do que um só
sesgo.disponibilidad-representatividad.question.1.option.1.text	sesgo	Cajera de banco	Caixa de banco
sesgo.disponibilidad-representatividad.question.1.option.1.reveal	sesgo	Racional: P(A) siempre es ≥ P(A y B). El estereotipo nos distrae de la lógica básica	Racional: P(A) é sempre ≥ P(A e B). O estereótipo nos distrai da lógica básica
sesgo.disponibilidad-representatividad.question.2.situation	sesgo	Una moneda justa cae cara 5 veces seguidas. ¿Qué esperas en el lanzamiento 6?	Uma moeda justa cai cara 5 vezes seguidas. O que você espera no lançamento 6?
sesgo.disponibilidad-representatividad.question.2.option.0.text	sesgo	Cruz es más probable — ya es "hora" de que salga	Coroa é mais provável — já está "na hora" de sair
sesgo.disponibilidad-representatividad.question.2.option.0.reveal	sesgo	Falacia del jugador: cada lanzamiento es independiente. El pasado no influye en el futuro	Falácia do jogador: cada lançamento é independente. O passado não influencia o futuro
sesgo.disponibilidad-representatividad.question.2.option.1.text	sesgo	50/50 — cada lanzamiento es independiente del anterior	50/50 — cada lançamento é independente do anterior
